Unnamed: 0,author,date,text,label,video,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10,major_label
131,The O'dowd Crowd,2014-11-08T06:53:38,Come and watch my video it is called the odowd crowd zombie movie part 1 ï»¿,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
132,Emerson Zanol Zanol,2014-11-04T13:48:04,need money?Enjoy https://www.tsu.co/emerson_zanolï»¿,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0
133,fastestghost,2014-01-21T02:09:22,The first comment is chuck norrus ovbiously :Dï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
134,Hollz C,2014-11-08T09:17:52,I'm watching this in 2014ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135,Luat ha hpuoc,2014-11-05T15:38:10,"so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asiaï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
136,Kaya Roberts,2014-11-02T20:00:37,Admit it you just came here to check the number of viewers ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,Carmen Racasanu,2014-11-14T13:27:52,How can this have 2 billion views when there's only me on the planet? LOLï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
138,Lindsay Wofford,2014-11-07T13:12:45,What is he saying?!?!?!?!?!?!?!?$? ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,MFkin PRXPHETZ,2014-01-20T09:08:39,"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetzï»¿",1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
140,Vepi road to TIx,2014-11-07T17:54:36,Still the best. :Dï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0
141,NstyIC Gold,2014-11-03T20:41:23,Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
142,Yeung Marvin,2014-11-12T23:56:54,"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
143,UKz DoleSnacher,2014-11-08T02:18:42,Remove This video its wankï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,x Judda,2014-11-08T07:19:29,"We get it, you came here for the views... ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
145,marye,2014-11-06T04:42:33,Oppa! Yeah! Best Song!ï»¿,0,1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0
146,Bob Kanowski,2013-11-28T12:33:27,i turned it on mute as soon is i came on i just wanted to check the  views...ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,YOU ARE NOW WASTING SECONDS OF YOUR LIFE BY READING THIS LONG STUPID NAME WHICH MAKES NO SENSE!,2014-11-07T22:41:04,this comment is wrongï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
148,kenny clayton,2014-11-05T06:34:19,#2012bitchesï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
149,Super Cot,2014-11-08T09:39:28,1 million dislikes!EPIC FAIL(ready for you fanboys)ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
150,"nobleMC | Minecraft, GFX and More!",2014-11-08T10:48:41,If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ï»¿,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
151,Parssa Alimadad,2014-11-07T07:54:13,"Dear person reading this, You are beautiful and loving Have a great dayï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
152,Neely Nesley,2014-11-05T20:19:26,"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmilesï»¿",1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1
153,lebanonwarior1,2014-11-06T18:07:21,Song name??ï»¿,0,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
154,CHILD,2014-11-08T05:46:31,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYINGï»¿,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
155,NursePoison,2014-11-06T01:12:14,I think this is now a place to promote channels in the comment section lol.ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,Oopsthenameistoolong Oh well,2014-11-07T20:18:19,Like if you came here too see how many views this song has.ï»¿,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
157,2666playboy,2014-11-07T21:39:21, Follow me on Instagram. _chris_cz  ï»¿,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
158,Chinsoman Films,2014-11-07T01:22:02,Please subscribe to meï»¿,1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,1
159,Milan George,2014-01-20T16:15:09,thumbs up if u checked this video to see hw views it gotï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160,HamzaMurt | Advanced Warefare | Lets Play!,2014-01-19T17:20:58,SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKSï»¿,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,0,1
161,Tasha Lucius,2014-01-19T13:25:56,2 billion....Coming soonï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
162,Owen Lai,2013-12-01T04:51:52,just checking the viewsï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
163,Sean Deko,2014-11-08T03:08:58,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole songï»¿",0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
164,Kemal Kurtoglu,2014-11-07T19:33:46,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.ï»¿",1,1,1,1,-1,1,0,-1,-1,-1,-1,0,1
165,Huckyduck,2013-11-28T17:06:17,Hey subscribe to meï»¿,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0
166,asd ad,2014-01-21T08:22:06,psy=koreanï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
167,Brandon Pryor,2014-01-19T00:36:25,I dont even watch it anymore i just come here to check on 2 Billion or notï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
168,Joaco Remis,2014-11-08T02:29:17,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""ï»¿",0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
169,pro stomper,2014-11-05T15:27:34,guys please subscribe me to help my channel grow please guysï»¿,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
170,Mason Sieverding,2014-11-07T01:50:10,Please check out my vidiosï»¿,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
171,Sean Ortiz,2014-11-06T16:48:02,Incmedia.org where the truth meets you.ï»¿,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
172,BmwManDexter,2014-11-05T20:33:15,"check out ""starlitnightsky"" channel to see epic videosï»¿",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
173,Wilfredo Latorre,2014-11-08T04:02:29,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.ï»¿",0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
174,Elieo Cardiopulmonary,2014-11-08T15:29:52,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.ï»¿,1,1,1,-1,1,1,-1,-1,-1,-1,-1,0,1
175,trespasser4000,2014-11-04T22:07:22,This song never gets old love it.ï»¿,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
176,OREOGAM3R,2014-01-25T19:36:25,It's been back for quite a while now.,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
177,just a filthy kafir,2014-11-05T18:05:17,Justin bieber = gay ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
178,Imprezzi Vidzz,2014-11-04T03:12:23,"My videos are half way decent, check them out if you want.ï»¿",1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
179,FaceTheFacts,2014-11-08T07:07:44,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!ï»¿,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
180,Susan Jay,2014-11-08T10:04:22,"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
181,Yabbamita DBH,2014-11-12T09:30:20,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,Alessio Siri,2014-11-03T16:43:36,PSY - GANGNAM STYLE (ê°•ë‚¨ìŠ¤íƒ€ì¼) M/V: http://youtu.be/9bZkp7q19f0ï»¿,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
183,Mia Aspinall,2014-11-08T10:30:35,"2 billion views, only 2 million sharesï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
184,SRK FAN,2014-11-07T19:18:25,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
185,TIGERIO_,2014-11-04T19:46:38,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!ï»¿,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
186,ahmed khalifa,2014-11-07T19:45:26,"Hello all 29.24% earth population of the world, hope your having a great  day :)ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
187,Liu Chu Yi,2014-11-08T13:12:10,I am so awesome and smart!!! Sucscribe to me!ï»¿,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
188,DylsFS,2014-11-08T10:40:00,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!ï»¿,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1
189,Giang Nguyen,2014-11-06T04:54:22,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398ï»¿,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0
190,Warrdrew,2014-11-07T07:46:57,I'm here to check the views.. holy shitï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191,zakaia ziko,2014-11-08T11:00:19,follower please https://www.facebook.com/lists/161620527267482ï»¿,1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,1
192,MrBrunoExtreme,2014-11-05T15:10:43,Suscribe my channel pleaseï»¿,1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1
193,josson 64,2014-11-07T15:58:57,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
194,lakis constantinou,2014-11-05T18:02:31,PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :Dï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
195,KodysMan Dunt Know,2014-11-05T21:10:09,https://www.tsu.co/KodysMan plz ^^ï»¿,1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,1
196,Angek95,2014-11-03T22:28:56,"Check my channel, please!ï»¿",1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1
197,Serkan Kaya,2014-11-08T15:27:27,http://hackfbaccountlive.com/?ref=4436607  psy news offÄ±cal ï»¿,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
198,StarBlade34 OverLord,2014-11-08T09:34:57,Lol this youtuber (officialpsy) is getting so much money lolï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,Starfire003,2014-11-07T12:58:57,OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched thisï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,StuntmanGaming,2014-01-21T02:29:43,Behold the most viewed youtube video in the history of everï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
201,The Silent Troll Defuser HD,2014-11-13T15:47:27,"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!ï»¿",1,1,1,-1,-1,1,-1,1,-1,-1,-1,0,1
202,VIP 2NEXO,2014-11-07T02:02:02,OPPA GANGNAM STYLE!!!ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
203,DirtySouthFlorida3,2014-11-06T22:00:58,Subscribe to me i subscribe back!!!! Plus i have a nice ass lolï»¿,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1
204,Thuan Lai Tran,2014-11-12T05:01:52,This is getting old.........ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
205,Andr3wco7,2014-11-06T17:59:30,I found out this song nowï»¿,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
206,Kitts Hausman,2014-11-07T04:48:01,It's so funny it's awesomeness lol aaaaaaa sexy ladaðŸ˜‚ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
207,Dave X,2014-01-20T10:12:07,....subscribe......  ......to my........  .....channel.......ï»¿,1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,1
208,Kelsey bolley,2014-11-08T07:25:39,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TOï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
209,Niggly Wiggly,2014-11-10T17:39:10,Go to my channel if u want to see a fly getting burned aliveï»¿,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
210,Amir effect,2014-11-05T17:18:14,Can somebody wake me up when we get to 3 billion views.ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
211,khir abqari,2014-11-04T07:37:28,"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212,Kirsty Brown,2014-01-20T16:41:27,Plz subscribe to my channel and I will subscribe back xxï»¿,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
213,Monwar Sarkar,2014-11-04T00:18:07,Please help me go here http://www.gofundme.com/littlebrotherï»¿,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1
214,Romeo Sweeney,2014-11-07T13:33:12,this has so many viewsï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
215,Angela Flemming,2014-11-08T03:46:33,Still a very fun music video to watch! ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216,diego mogrovejo,2014-11-14T13:28:08,I don't now why I'm watching this in 2014ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,The Silhouette,2014-11-08T09:25:51,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
218,derrick lawson,2014-11-12T20:21:27,https://www.facebook.com/FUDAIRYQUEEN?pnref=storyï»¿,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1
219,LaunchPad Mad,2014-11-07T18:11:56,"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-ï»¿",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
220,Chack Jason,2014-11-07T04:39:08,OPPA &lt;3ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
221,Kirill Nazarethian,2014-11-07T22:59:37,2:05. Hahahahah ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
222,Digital Media Butterfly,2014-11-06T18:55:14,"The most watched video on YouTube is Psyâ€™s â€œGangnam Styleâ€, with 2.1  billion views. PSY - GANGNAM STYLE (ê°•ë‚¨ìŠ¤íƒ€ì¼) M/Vï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
223,piwnugget,2014-11-08T10:12:42,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
224,OverSpace33,2014-11-06T19:40:59,For Christmas Song visit my channel! ;)ï»¿,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
225,TheUploadaddict,2013-11-28T18:12:12,subscribe like commentï»¿,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1
226,itzquiffer,2014-11-08T03:47:23,C'mon 3 billion views!!!!!!!!ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
227,Leonel Hernandez,2014-11-14T12:35:38,"Something to dance to, even if your sad JUST dance!!   PSY - GANGNAM STYLE (ê°•ë‚¨ìŠ¤íƒ€ì¼) M/V: http://youtu.be/9bZkp7q19f0ï»¿",0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1
228,MasterRobotTV,2014-11-06T05:40:43,http://www.twitch.tv/zxlightsoutxzï»¿,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0
229,sagar basnet,2014-11-07T15:31:25,The population of world is more than 7 billionï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
230,LBEProductions,2014-11-12T01:40:22,Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subsï»¿,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
231,Dovydas Baranauskas,2014-11-07T14:29:19,https://www.tsu.co/Aseris get money here !ï»¿,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
232,John Schmidt,2014-11-08T02:58:48,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtubeï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
233,Cody Tolleson,2014-01-20T02:50:44,YouTube/codytolleson for awesome videos I'll subscribe back ï»¿,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1
234,Arrestme11,2014-11-08T06:50:39,How stupid humanity isï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
235,Markus Mairhofer,2014-11-08T08:49:47,"Hey, join me on tsÅ«, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhoferï»¿",1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
236,virgie natividad,2014-01-21T07:33:30,"969,210 dislikes like dislike themselvesï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,M7AMDksa,2014-11-05T19:51:38,â¤ï¸ â¤ï¸ â¤ï¸ â¤ï¸ â¤ï¸â¤ï¸â¤ï¸â¤ï¸ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,Gianpaolo T,2014-11-07T15:58:09,Wow 23 min agoï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
239,Cony,2013-11-28T16:01:47,You should check my channel for Funny VIDEOS!!ï»¿,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
240,Lucas Trigo,2014-11-02T15:52:22,"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ï»¿",1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1
241,juanmanuel cespedes,2014-11-07T22:59:13,i hate this music. fucking singer and every koean chainise ana US sucks me dick.ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
242,Jdidk Loma,2014-01-20T20:35:56,http://tankionline.com#friend=cd92db3f4 great game check it out!ï»¿,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1
243,Cool Ong,2014-11-07T09:55:39,The Guy in the yellow suit kinda looks like Jae-suk ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
244,sahil samal,2014-11-08T06:28:01,1 millioon dislikesssssssssssssssssssssssssssssssss.............ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
245,Aj Riberal,2014-11-07T18:52:29,"Lol...I dunno how this joke gets a lot of likes, but whatever. xDï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,Robin Delwiche,2014-11-12T01:37:07,I still to this day wonder why this video is so popular ?? illuminati  confirmed ??ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
247,rolle54100,2014-11-05T10:43:27,"how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
248,ÐÐ»ÐµÐºÑÐ°Ð½Ð´Ñ€ Ð¤ÐµÐ´Ð¾Ñ€Ð¾Ð²,2014-11-13T07:59:33,"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/ï»¿",1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1
249,Gio D.,2014-11-07T23:23:54,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pantsï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
250,Norman Reid,2014-11-05T08:12:06,Mix - PSY - GANGNAM STYLE (ê°•ë‚¨ìŠ¤íƒ€ì¼) M/V: PSY - GANGNAM STYLE (ê°•ë‚¨ìŠ¤íƒ€ì¼) M/Vï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,michelle clough,2014-11-06T18:00:04,2 BILLION!!!ï»¿,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
252,Patrick Pernia,2014-11-12T14:17:28,Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwinï»¿,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
253,Master Chief,2014-01-21T03:16:46,when is this gonna hit 2 billion?ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,Kaiser Dragon,2014-11-04T18:09:18,This is a weird video.ï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
255,FatPocketsTv,2014-11-06T09:49:14,"Search ""Chubbz Dinero - Ready Or Not "" Thanks ï»¿",1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
256,PacKmaN,2014-11-05T21:56:39,check men out i put allot of effort into my music but unfortunatly not many  watch itï»¿,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
257,Meth Lover,2014-11-03T20:32:26,http://binbox.io/1FIRo#123ï»¿,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1
258,Viperas Lord,2014-11-12T09:20:12,www.marketglory.com/strategygame/lordviperasï»¿,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
259,Sev3617,2014-11-08T03:15:09,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ï»¿",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
260,Eanna Cusack,2014-01-20T22:20:59,Im just to check how much views it hasï»¿,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
